arrived_at,num_prefill_tokens,num_decode_tokens
0.0,374,44
4.314579010009766,396,109
4.541877031326294,879,55
4.7104270458221436,91,16
5.89265513420105,91,16
6.311529159545898,381,84
7.745496988296509,1313,142
8.251430988311768,388,84
8.337079048156738,242,14
8.464985132217407,209,152
8.700213193893433,394,124
9.427468061447144,394,59
9.582558155059814,1315,174
10.10637903213501,2221,15
10.546126127243042,389,90
11.1579110622406,415,106
11.430904150009155,120,12
11.83663296699524,369,74
12.886545181274414,206,162
13.02508807182312,1353,142
13.049843072891235,197,152
14.059550046920776,181,154
14.097779989242554,388,54
14.293308973312378,4085,62
17.420917987823486,2584,170
17.792937994003296,203,147
18.160513162612915,126,194
18.463891983032227,389,87
18.97943902015686,2548,116
19.91392707824707,91,16
19.945197105407715,4081,74
20.478941202163696,181,123
20.658353090286255,191,217
20.94191598892212,27,183
21.370064973831177,203,217
21.375087022781372,398,81
22.71287202835083,126,172
22.994856119155884,209,181
23.371402978897095,209,181
24.14629602432251,28,175
24.76838517189026,437,88
24.89496111869812,181,104
25.081422090530396,203,138
25.223379135131836,200,177
25.249840021133423,4073,58
25.324254035949707,91,16
25.917107105255127,1087,401
26.254477977752686,382,64
26.40705704689026,412,102
26.461143970489502,194,217
27.330265998840332,203,217
27.552529096603394,200,217
28.09023404121399,64,174
28.353357076644897,458,123
28.578535079956055,1352,158
28.6077721118927,874,404
28.764379024505615,378,58
29.340288162231445,91,16
29.68607807159424,4074,50
30.181499004364014,389,89
31.269170999526978,212,183
31.620490074157715,1085,394
31.760229110717773,407,131
31.91700315475464,396,82
32.38850498199463,1029,399
33.2358820438385,962,399
33.41352820396423,203,217
33.49100112915039,898,94
33.52677011489868,181,253
33.645713090896606,320,18
33.74870204925537,1119,414
33.825000047683716,124,157
33.93252897262573,1313,179
34.74644613265991,1096,383
35.294069051742554,400,102
36.138512134552,1057,424
36.52041697502136,203,162
36.864739179611206,1314,216
37.12480616569519,2,93
37.47596502304077,1065,409
38.154930114746094,372,60
38.3926420211792,4094,82
38.549044132232666,1104,394
38.813332080841064,1075,415
39.091915130615234,4088,37
39.22058415412903,1225,372
39.324127197265625,1118,426
39.63776397705078,380,102
39.64519119262695,1133,385
40.04186701774597,42,167
40.35063409805298,2590,50
40.479164123535156,1140,377
41.12587308883667,126,203
41.357391119003296,431,84
42.33405518531799,1115,421
42.52969312667847,206,179
42.530625104904175,400,91
42.545263051986694,1123,396
42.563820123672485,862,379
42.68522310256958,859,422
42.69123816490173,890,402
42.7153000831604,1192,419
42.80857300758362,899,403
42.99974703788757,163,224
43.193461179733276,181,212
43.58905506134033,416,88
43.609910011291504,1163,426
43.79112410545349,243,14
43.893426179885864,1041,428
43.92307114601135,1350,146
44.040740966796875,1104,396
44.06132102012634,1127,426
44.82807898521423,1114,414
45.00975704193115,1083,396
45.02551317214966,1313,173
45.10494613647461,888,395
45.1203670501709,13,130
45.174957036972046,874,89
45.24685215950012,1065,395
45.50275206565857,1157,426
45.53024220466614,1077,390
45.98082208633423,2903,59
46.1023211479187,4079,27
46.190438985824585,1149,411
46.2300751209259,996,389
46.406558990478516,990,394
46.626689195632935,197,183
46.6781439781189,4107,49
47.20972514152527,197,217
47.45994019508362,1378,407
47.73406219482422,1214,421
47.925302028656006,1016,375
48.03299117088318,1186,398
48.04552912712097,4076,60
48.134608030319214,1100,426
48.296375036239624,218,217
48.709657192230225,1232,419
48.995607137680054,975,416
49.22703814506531,209,217
49.56118297576904,181,85
49.58745718002319,1029,388
49.66091203689575,888,418
49.72448015213013,1113,375
49.742685079574585,1035,520
49.74269104003906,1009,425
49.83243417739868,869,450
49.878430128097534,1183,431
50.22852396965027,972,395
50.48613619804382,1097,396
50.63108706474304,206,183
50.65498208999634,181,208
50.65765714645386,1316,200
50.74178504943848,908,456
50.89422106742859,1094,422
50.90833306312561,996,422
50.995179176330566,420,89
51.1212420463562,1112,385
51.36509609222412,1133,396
51.479026079177856,890,403
51.621416091918945,833,36
51.67834711074829,1093,426
51.94025206565857,206,211
52.12022018432617,898,454
52.22763109207153,1312,180
52.24862217903137,1129,396
52.257840156555176,375,67
52.88330602645874,862,425
53.14332818984985,167,179
53.17203998565674,914,414
53.56324815750122,209,217
53.70645618438721,982,594
53.99276113510132,200,161
54.02246403694153,1313,156
54.11765909194946,999,416
55.08302116394043,1084,397
55.11039614677429,399,106
55.33965015411377,1065,594
56.587820053100586,1036,446
56.96542000770569,1243,398
57.217514991760254,1128,384
57.28007912635803,1000,375
57.414623975753784,992,56
57.452439069747925,920,87
57.49263119697571,1040,388
57.503945112228394,411,101
57.511147022247314,900,91
57.577696084976196,1018,425
57.78075313568115,4082,44
58.26572918891907,395,99
58.464914083480835,209,217
59.9935200214386,181,113
60.172200202941895,1118,414
60.18359613418579,972,392
60.42617106437683,1847,53
60.648144006729126,392,96
60.77852511405945,197,217
60.8315691947937,975,409
60.8724319934845,1025,443
61.14526605606079,1027,388
61.26353716850281,1143,409
61.28556299209595,1028,394
61.29411506652832,874,402
61.7646050453186,997,492
61.836955070495605,72,245
61.83802819252014,851,397
61.906835079193115,408,91
61.928694009780884,1113,531
62.17448616027832,1313,170
62.27648401260376,1083,426
62.48233103752136,1139,394
62.84312605857849,978,437
63.043028116226196,26,146
63.11274218559265,386,61
63.59789299964905,1074,411
64.0954020023346,209,162
64.18673300743103,1099,455
64.8883101940155,120,12
64.91099810600281,126,173
64.93586015701294,416,140
64.9407901763916,4074,40
64.99026799201965,394,83
65.06408500671387,1043,399
65.06415605545044,1099,396
65.06601119041443,857,91
65.34830713272095,209,217
65.53159618377686,1109,365
65.71509599685669,993,441
65.78625106811523,888,418
66.31017112731934,2294,72
66.40349006652832,1141,388
66.51161313056946,1067,394
66.62422919273376,1116,423
66.65568399429321,416,79
66.69346809387207,1126,520
66.71163511276245,203,179
67.24592804908752,379,144
67.43993306159973,56,164
67.93040919303894,1232,410
67.93305206298828,209,162
67.96609020233154,206,162
68.68220901489258,1083,378
69.01774311065674,171,183
70.09586501121521,982,429
70.2874710559845,2208,87
70.45795011520386,374,54
70.91352105140686,1019,413
70.97771716117859,126,205
71.55321502685547,1147,396
71.92662215232849,1078,428
72.25898599624634,883,413
72.46320605278015,169,217
72.68633913993835,1094,429
72.77233004570007,1001,427
73.06910705566406,391,93
73.13943719863892,4081,38
73.1889910697937,1085,388
73.28465104103088,1064,395
73.50168418884277,1070,411
73.8415629863739,972,575
74.00695300102234,1099,394
74.04699516296387,980,384
75.30458307266235,1057,393
75.62720918655396,1082,409
75.7265260219574,1072,400
75.83389806747437,385,98
75.86276006698608,78,141
76.09972405433655,412,100
76.2861499786377,1027,388
76.55838012695312,1146,466
76.74935698509216,994,419
77.31060719490051,846,108
