time_stats.emb.min,time_stats.emb.max,time_stats.emb.mean,time_stats.emb.median,time_stats.emb.std,time_stats.input_layernorm.min,time_stats.input_layernorm.max,time_stats.input_layernorm.mean,time_stats.input_layernorm.median,time_stats.input_layernorm.std,time_stats.attn_pre_proj.min,time_stats.attn_pre_proj.max,time_stats.attn_pre_proj.mean,time_stats.attn_pre_proj.median,time_stats.attn_pre_proj.std,time_stats.attn_rope.min,time_stats.attn_rope.max,time_stats.attn_rope.mean,time_stats.attn_rope.median,time_stats.attn_rope.std,time_stats.attn_post_proj.min,time_stats.attn_post_proj.max,time_stats.attn_post_proj.mean,time_stats.attn_post_proj.median,time_stats.attn_post_proj.std,time_stats.post_attention_layernorm.min,time_stats.post_attention_layernorm.max,time_stats.post_attention_layernorm.mean,time_stats.post_attention_layernorm.median,time_stats.post_attention_layernorm.std,time_stats.mlp_up_proj.min,time_stats.mlp_up_proj.max,time_stats.mlp_up_proj.mean,time_stats.mlp_up_proj.median,time_stats.mlp_up_proj.std,time_stats.mlp_act.min,time_stats.mlp_act.max,time_stats.mlp_act.mean,time_stats.mlp_act.median,time_stats.mlp_act.std,time_stats.mlp_down_proj.min,time_stats.mlp_down_proj.max,time_stats.mlp_down_proj.mean,time_stats.mlp_down_proj.median,time_stats.mlp_down_proj.std,time_stats.add.min,time_stats.add.max,time_stats.add.mean,time_stats.add.median,time_stats.add.std,n_head,n_kv_head,n_embd,n_expanded_embd,vocab_size,use_gated_mlp,num_tokens,num_tensor_parallel_workers
0.09267866666666666,0.10921288888888889,0.10477889947089943,0.10747244444444444,0.005222402091003996,0.048732444444444446,0.05525911111111111,0.05312706666666667,0.05395377777777778,0.0018557374117138795,0.40421822222222226,0.4512102222222222,0.4262348444444445,0.4274966666666667,0.013182789614971182,0.04046533333333333,0.04438133333333333,0.043119511111111106,0.04351111111111111,0.0011908061873380014,0.321112,0.36331777777777774,0.3432374,0.3430851111111111,0.012229080120680556,0.048732444444444446,0.05569422222222222,0.05369271111111111,0.05438888888888889,0.0016705093680197784,2.292165333333333,2.596743111111111,2.4524820222222226,2.4664273333333333,0.08750932285848247,0.1483728888888889,0.15881555555555554,0.1560526,0.1570751111111111,0.002830814965411017,0.928092,1.1900288888888888,1.1252190888888889,1.151739111111111,0.07352160846377576,0.02697688888888889,0.02784711111111111,0.02717268888888889,0.02697688888888889,0.0002564942171994767,64,8,8192,28672,32768,True,4096,1
0.09702977777777778,0.11095333333333333,0.10591847619047619,0.10877777777777778,0.004790122371637788,0.05003777777777778,0.05525911111111111,0.05330111111111111,0.054171333333333335,0.0016710759304807464,0.40987466666666666,0.4381568888888889,0.4269745333333333,0.4338057777777778,0.010074584127164153,0.041335555555555556,0.04438133333333333,0.04322828888888889,0.04394622222222223,0.0010229738905469176,0.3280737777777778,0.3546155555555556,0.34395533333333334,0.3498293333333334,0.009692826378816242,0.05003777777777778,0.05525911111111111,0.05375797777777778,0.054824,0.0017806360715371164,2.321752888888889,2.550186222222222,2.4618804222222224,2.501453777777778,0.07812086177465223,0.15141866666666665,0.15925066666666665,0.15661824444444444,0.15794533333333333,0.0026732789002493684,1.0051066666666666,1.183067111111111,1.1338777999999998,1.1702313333333332,0.060919514161057245,0.02697688888888889,0.02784711111111111,0.027303222222222222,0.027412,0.0002708544823651167,64,8,8192,28672,32768,True,4096,1
0.0944191111111111,0.11051822222222223,0.10477889947089947,0.10747244444444444,0.0048852526421773405,0.04960266666666667,0.054824,0.05304004444444444,0.05395377777777778,0.0016676736685248919,0.4116151111111111,0.4499048888888889,0.42921535555555557,0.43206533333333336,0.011637473513494367,0.04046533333333333,0.04394622222222223,0.04285844444444445,0.04329355555555556,0.001043359791405119,0.3267684444444445,0.36201244444444447,0.34560875555555554,0.34787133333333337,0.011841179362434,0.04960266666666667,0.05569422222222222,0.05362744444444444,0.054171333333333335,0.0017506126581891947,2.3169666666666666,2.601094222222222,2.4644475777777783,2.493621777777778,0.09054258412961626,0.14880800000000002,0.15751022222222222,0.15479077777777775,0.15576977777777778,0.0025291710558262934,0.9763893333333334,1.198296,1.1321373555555556,1.1641397777777778,0.0642531798304984,0.02654177777777778,0.027412,0.02697688888888889,0.02697688888888889,0.00030767001723625936,64,8,8192,28672,32768,True,4064,1
0.09615955555555555,0.10834266666666667,0.10382579894179893,0.10486177777777778,0.003161891588053253,0.05003777777777778,0.05438888888888889,0.05271371111111111,0.052865999999999996,0.0012706063976612517,0.40987466666666666,0.4490346666666667,0.4240375333333333,0.42227533333333334,0.009742481740739436,0.04046533333333333,0.04351111111111111,0.04224928888888889,0.04220577777777778,0.0007648555341684371,0.3267684444444445,0.36114222222222225,0.3411706222222222,0.34003933333333336,0.00973220133336164,0.050472888888888894,0.054824,0.053214088888888844,0.053518666666666666,0.0013204744085758343,2.3156613333333333,2.50624,2.409231977777778,2.4131262222222225,0.0661458302471959,0.14924311111111113,0.1562048888888889,0.1531591111111111,0.15337666666666666,0.0018865968211125555,1.1378155555555556,1.315776,1.251966955555556,1.2583413333333333,0.04602814924767152,0.026106666666666667,0.02697688888888889,0.026454755555555556,0.02654177777777778,0.00026106666666666665,64,8,8192,28672,32768,True,4032,1
0.0905031111111111,0.10442666666666667,0.09943324867724866,0.101816,0.004958519821656194,0.04829733333333333,0.05308355555555556,0.05171295555555551,0.052213333333333334,0.0015276985952813538,0.40987466666666666,0.4451186666666666,0.4288672666666667,0.43163022222222225,0.012737891711729704,0.03916,0.04220577777777778,0.04120502222222223,0.04177066666666667,0.0008713093209873555,0.32415777777777777,0.34504311111111113,0.3351443333333334,0.3346004444444445,0.006103780788056037,0.04829733333333333,0.053518666666666666,0.05203928888888885,0.05264844444444444,0.00151603600986579,2.3034782222222225,2.448370222222222,2.3728349333333334,2.3709204444444443,0.0503189398534813,0.14576222222222224,0.15402933333333332,0.15133164444444444,0.1522888888888889,0.0024171195697194753,1.0447017777777776,1.29228,1.2165489111111112,1.2478986666666667,0.07389712152745835,0.026106666666666667,0.02654177777777778,0.026258955555555557,0.026106666666666667,0.00020753477293045493,64,8,8192,28672,32768,True,4000,1
0.09354888888888889,0.10442666666666667,0.10007555555555556,0.10051066666666668,0.0038963823725579718,0.04960266666666667,0.053518666666666666,0.051821733333333335,0.05199577777777777,0.0012452086375829036,0.39334044444444444,0.4538208888888889,0.4215574,0.42423333333333335,0.01875590088796085,0.03959511111111111,0.04264088888888889,0.04120502222222223,0.04155311111111111,0.0008713093209873555,0.31893644444444447,0.36679866666666666,0.34119237777777783,0.3419973333333334,0.014747169865016625,0.05003777777777778,0.05395377777777778,0.052148066666666625,0.052213333333333334,0.0012854201467147413,2.169464,2.431400888888889,2.2893153555555554,2.2882493333333334,0.08042761132801578,0.14576222222222224,0.1531591111111111,0.15057020000000004,0.1512011111111111,0.0021949404152884267,0.9711680000000001,1.1513039999999999,1.0990254000000002,1.1162775555555555,0.05509480511161563,0.025671555555555555,0.02654177777777778,0.026084911111111112,0.026106666666666667,0.00029106949575316847,64,8,8192,28672,32768,True,3968,1
0.09093822222222223,0.10399155555555555,0.09997195767195764,0.10268622222222222,0.004406504042026966,0.04655688888888889,0.05134311111111111,0.04999426666666667,0.05069044444444445,0.001395750721668067,0.39551600000000003,0.4398973333333333,0.4211658,0.42858444444444443,0.015757676694374823,0.038724888888888885,0.04177066666666667,0.04079166666666667,0.041335555555555556,0.0009910127193313307,0.321112,0.3576613333333334,0.3423671777777778,0.348524,0.013035390798121582,0.047427111111111114,0.05177822222222222,0.050451133333333335,0.051125555555555556,0.0014264412869744005,2.1990515555555556,2.3861493333333335,2.3041744,2.3315428888888885,0.0683564125453286,0.14271644444444445,0.15011333333333332,0.14813357777777778,0.14924311111111113,0.002138140604345386,0.9615955555555555,1.1578306666666667,1.1061177111111111,1.1334644444444444,0.055623688709087175,0.025671555555555555,0.026106666666666667,0.02593262222222218,0.026106666666666667,0.0002131600407275162,64,8,8192,28672,32768,True,3936,1
0.090068,0.10442666666666667,0.10026203174603174,0.10225111111111111,0.004486924682254433,0.046992,0.05134311111111111,0.05029884444444444,0.050908,0.001458758263763641,0.3907297777777778,0.446424,0.4279752888888888,0.4342408888888889,0.018873693648273713,0.03828977777777778,0.04177066666666667,0.04079166666666667,0.041335555555555556,0.0009520386222583618,0.3176311111111111,0.3646231111111111,0.3486762888888889,0.35331022222222225,0.01415902299780408,0.047427111111111114,0.052213333333333334,0.050799222222222225,0.05134311111111111,0.0012297182242737945,2.1820822222222223,2.422263555555556,2.3453141555555557,2.369615111111111,0.07926922899167002,0.14271644444444445,0.15011333333333332,0.1482206,0.14880800000000002,0.0020970143774564683,0.9737786666666667,1.1717542222222224,1.1273511333333335,1.1456475555555556,0.05789160691464696,0.025236444444444447,0.026106666666666667,0.02549751111111111,0.025454,0.000288620059534004,64,8,8192,28672,32768,True,3904,1
0.09746488888888889,0.101816,0.10017915343915341,0.10051066666666668,0.0013354084656415615,0.04960266666666667,0.05134311111111111,0.05034235555555556,0.050472888888888894,0.00045841800106853815,0.4181417777777778,0.438592,0.4275836888888889,0.428802,0.006107230467423201,0.040030222222222224,0.04090044444444445,0.04059586666666667,0.04046533333333333,0.0003107314858463386,0.336776,0.3550506666666667,0.34687057777777786,0.3480888888888889,0.005156755087656751,0.04960266666666667,0.05134311111111111,0.05055991111111111,0.05069044444444445,0.00046862900854974894,2.2699746666666667,2.383973777777778,2.328758177777778,2.334588666666667,0.036421399137306784,0.14619733333333335,0.14924311111111113,0.1476332,0.14772022222222222,0.0007293791318818205,1.1021364444444444,1.163052,1.130005311111111,1.1334644444444444,0.017498541203380895,0.024801333333333335,0.025671555555555555,0.02530171111111111,0.025236444444444447,0.00028449080438175417,64,8,8192,28672,32768,True,3872,1
0.0979,0.1013808888888889,0.09957828571428569,0.09964044444444445,0.0009426838171080854,0.04960266666666667,0.05134311111111111,0.05025533333333334,0.05003777777777778,0.0004240938517140903,0.4068288888888889,0.43206533333333336,0.4162055333333333,0.4129204444444444,0.007652854898550663,0.040030222222222224,0.04090044444444445,0.04057411111111111,0.04046533333333333,0.0002708544823651167,0.3267684444444445,0.3437377777777778,0.333839,0.3326424444444444,0.005503553590271244,0.04960266666666667,0.05134311111111111,0.050516399999999996,0.050472888888888894,0.0005656444444444444,2.2408222222222225,2.348294666666667,2.283658911111111,2.2712800000000004,0.03421657866871114,0.14576222222222224,0.14793777777777778,0.14687175555555557,0.14685,0.0006807090489942933,1.1204111111111112,1.1608764444444446,1.1352919111111113,1.129330888888889,0.014681760482186595,0.025671555555555555,0.026106666666666667,0.02578033333333329,0.025671555555555555,0.00018840863784553948,64,8,8192,28672,32768,True,3840,1
